fund_name,stock_name,sector,holding_pct,market_cap,fund_category
HDFC Small Cap Fund,Indian Bank,Public sector bank,2.56,Mid Cap,Small Cap
HDFC Small Cap Fund,Gabriel India Ltd.,Auto components & equipments,2.48,Small Cap,Small Cap
HDFC Small Cap Fund,Eris Lifesciences Ltd.,Pharmaceuticals,2.4,Small Cap,Small Cap
HDFC Small Cap Fund,Fortis Healthcare Ltd.,Hospital,2.38,Other,Small Cap
HDFC Small Cap Fund,Krishna Institute of Medical Sciences Ltd.,Hospital,2.22,Other,Small Cap
HDFC Small Cap Fund,Great Eastern Shipping Co. Ltd.,Shipping,1.87,Small Cap,Small Cap
HDFC Small Cap Fund,Sharda Cropchem Ltd.,Pesticides & agrochemicals,1.72,Small Cap,Small Cap
HDFC Small Cap Fund,Godrej Consumer Products Ltd,Personal care,1.69,Large Cap,Small Cap
HDFC Small Cap Fund,Federal Bank Ltd.,Private sector bank,1.66,Mid Cap,Small Cap
HDFC Small Cap Fund,Timken India Ltd.,Abrasives & bearings,1.62,Small Cap,Small Cap
HDFC Small Cap Fund,Kalpataru Power Transmission Ltd.,Civil construction,1.54,Small Cap,Small Cap
HDFC Small Cap Fund,Apar Industries Ltd.,Other electrical equipment,1.51,Small Cap,Small Cap
HDFC Small Cap Fund,City Union Bank Ltd.,Private sector bank,1.51,Mid Cap,Small Cap
HDFC Small Cap Fund,L G Balakrishnan & Bros Ltd.,Auto components & equipments,1.44,Small Cap,Small Cap
HDFC Small Cap Fund,Blue Dart Express Ltd.,Logistics solution provider,1.41,Small Cap,Small Cap
HDFC Small Cap Fund,Home First Finance Company India Ltd.,Housing finance company,1.41,Other,Small Cap
HDFC Small Cap Fund,Sonata Software Ltd.,Computers - software & consulting,1.39,Small Cap,Small Cap
HDFC Small Cap Fund,Suprajit Engineering Ltd.,Auto components & equipments,1.38,Small Cap,Small Cap
HDFC Small Cap Fund,KEI Industries Ltd.,Cables - electricals,1.37,Small Cap,Small Cap
HDFC Small Cap Fund,Sudarshan Chemical Industries Ltd.,Dyes and pigments,1.36,Small Cap,Small Cap
HDFC Small Cap Fund,Vardhman Textiles Ltd.,Other textile products,1.36,Other,Small Cap
HDFC Small Cap Fund,Dodla Dairy Ltd.,Dairy products,1.33,Other,Small Cap
HDFC Small Cap Fund,PVR Inox Ltd.,Film production  distribution & exhibition,1.31,Small Cap,Small Cap
HDFC Small Cap Fund,Chalet Hotels Ltd.,Hotels & resorts,1.3,Other,Small Cap
HDFC Small Cap Fund,Transport Corporation Of India Ltd.,Logistics solution provider,1.28,Small Cap,Small Cap
HDFC Small Cap Fund,Power Mech Projects Ltd.,Civil construction,1.26,Small Cap,Small Cap
HDFC Small Cap Fund,Zensar Technologies Ltd.,Computers - software & consulting,1.25,Small Cap,Small Cap
HDFC Small Cap Fund,CIE AUTOMOTIVE INDIA Ltd.,Auto components & equipments,1.21,Small Cap,Small Cap
HDFC Small Cap Fund,Equitas Small Finance Bank Ltd.,Other bank,1.15,Other,Small Cap
HDFC Small Cap Fund,Aditya Vision Ltd.,Speciality retail,1.14,Other,Small Cap
HDFC Small Cap Fund,Pearl Global Industries Limited,Trading – textiles,1.14,Other,Small Cap
HDFC Small Cap Fund,J K Tyre & Inds. Ltd.,Tyres & allied,1.11,Small Cap,Small Cap
HDFC Small Cap Fund,Fiem Industries Ltd.,Auto ancillaries,1.09,Small Cap,Small Cap
HDFC Small Cap Fund,Akzo Nobel India Ltd.,Paints,1.07,Small Cap,Small Cap
HDFC Small Cap Fund,Tega Industries Ltd.,Industrial products,1.07,Other,Small Cap
HDFC Small Cap Fund,VRL Logistic Ltd.,Logistics solution provider,1.07,Small Cap,Small Cap
HDFC Small Cap Fund,Chambal Fertilizers & Chemicals Ltd.,Fertilizers,1.06,Small Cap,Small Cap
HDFC Small Cap Fund,Redington Ltd.,Trading & distributors,1.02,Small Cap,Small Cap
HDFC Small Cap Fund,Voltamp Transformers Ltd.,Heavy electrical equipment,0.94,Small Cap,Small Cap
HDFC Small Cap Fund,Vishal Mega Mart Ltd.,Diversified retail,0.93,Other,Small Cap
HDFC Small Cap Fund,Tata Steel Ltd.,Iron & steel products,0.88,Other,Small Cap
HDFC Small Cap Fund,UTI Asset Management Co. Pvt. Ltd.,Asset management company,0.88,Other,Small Cap
HDFC Small Cap Fund,Kirloskar Ferrous Industries Ltd.,Pig iron,0.84,Small Cap,Small Cap
HDFC Small Cap Fund,KEC International Ltd.,Heavy electrical equipment,0.78,Small Cap,Small Cap
HDFC Small Cap Fund,SKF India (Industrial) Ltd.,Auto components & equipments,0.76,Other,Small Cap
HDFC Small Cap Fund,Lumax Industries Ltd.,Auto components & equipments,0.75,Small Cap,Small Cap
HDFC Small Cap Fund,Shoppers Stop Limited,Diversified retail,0.74,Small Cap,Small Cap
HDFC Small Cap Fund,PNC Infratech Ltd.,Civil construction,0.72,Small Cap,Small Cap
HDFC Small Cap Fund,Redtape Ltd.,Footwear,0.7,Other,Small Cap
HDFC Small Cap Fund,Indigo Paints Ltd.,Paints,0.65,Other,Small Cap
HDFC Small Cap Fund,Aadhar Housing Finance Ltd.,Housing finance company,0.63,Other,Small Cap
HDFC Small Cap Fund,Nrb Bearings Ltd.,Abrasives & bearings,0.63,Small Cap,Small Cap
HDFC Small Cap Fund,The Anup Engineering Ltd.,Industrial products,0.62,Other,Small Cap
HDFC Small Cap Fund,Bajaj Electricals Ltd.,Household appliances,0.61,Small Cap,Small Cap
HDFC Small Cap Fund,Bajaj Consumer Care Ltd.,Personal care,0.58,Small Cap,Small Cap
HDFC Small Cap Fund,Gateway Rail Freight Ltd.,Logistics solution provider,0.53,Other,Small Cap
HDFC Small Cap Fund,GMM Pfaudler Ltd.,Industrial products,0.53,Small Cap,Small Cap
HDFC Small Cap Fund,Vesuvius India Ltd.,Electrodes & refractories,0.53,Other,Small Cap
HDFC Small Cap Fund,Awfis Space Solutions Ltd.,Diversified commercial services,0.52,Other,Small Cap
HDFC Small Cap Fund,La-Opala RG Ltd.,Glass - consumer,0.52,Small Cap,Small Cap
HDFC Small Cap Fund,SKF India Ltd.,Abrasives & bearings,0.51,Small Cap,Small Cap
HDFC Small Cap Fund,Unichem Laboratories Ltd.,Pharmaceuticals,0.5,Small Cap,Small Cap
HDFC Small Cap Fund,Wakefit Innovations Ltd.,Furniture  home furnishing,0.49,Other,Small Cap
HDFC Small Cap Fund,Mastek Ltd.,Computers - software & consulting,0.45,Small Cap,Small Cap
HDFC Small Cap Fund,Insecticides (India) Ltd.,Pesticides & agrochemicals,0.43,Small Cap,Small Cap
HDFC Small Cap Fund,Emami Ltd.,Personal care,0.42,Mid Cap,Small Cap
HDFC Small Cap Fund,Gujarat Pipavav Port Ltd.,Port & port services,0.42,Small Cap,Small Cap
HDFC Small Cap Fund,Ion Exchange (india) Ltd.,Civil construction,0.42,Other,Small Cap
HDFC Small Cap Fund,G R Infraprojects Ltd.,Civil construction,0.38,Other,Small Cap
HDFC Small Cap Fund,GNA Axles Ltd.,Auto components & equipments,0.37,Small Cap,Small Cap
HDFC Small Cap Fund,DB Corp Ltd.,Print media,0.3,Small Cap,Small Cap
HDFC Small Cap Fund,IFGL Refractories Limited,Electrodes & refractories,0.3,Small Cap,Small Cap
HDFC Small Cap Fund,Brainbees Solutions Ltd.,E-retail/ e-commerce,0.29,Other,Small Cap
HDFC Small Cap Fund,Goodyear India Ltd.,Tyres & rubber products,0.27,Small Cap,Small Cap
HDFC Small Cap Fund,Sula Vineyards Ltd.,Breweries & distilleries,0.27,Other,Small Cap
HDFC Small Cap Fund,BEML Ltd.,Construction vehicles,0.18,Other,Small Cap
HDFC Small Cap Fund,Greenlam Industries Ltd.,Plywood boards/ laminates,0.17,Other,Small Cap
HDFC Small Cap Fund,TCI Express Ltd.,Logistics solution provider,0.17,Small Cap,Small Cap
HDFC Small Cap Fund,Carborundum Universal Ltd.,Abrasives & bearings,0.14,Small Cap,Small Cap
HDFC Small Cap Fund,TCPL Packaging Ltd.,Packaging,0.06,Small Cap,Small Cap
SBI Small Cap Fund,Ather Energy Ltd.,2/3 wheelers,4.09,Other,Small Cap
SBI Small Cap Fund,City Union Bank Ltd.,Private sector bank,3.21,Mid Cap,Small Cap
SBI Small Cap Fund,WABCO India Ltd.,Auto components & equipments,3.04,Mid Cap,Small Cap
SBI Small Cap Fund,Kalpataru Power Transmission Ltd.,Civil construction,2.8,Small Cap,Small Cap
SBI Small Cap Fund,Navin Flourine International Ltd.,Commodity chemicals,2.69,Small Cap,Small Cap
SBI Small Cap Fund,Krishna Institute of Medical Sciences Ltd.,Hospital,2.63,Other,Small Cap
SBI Small Cap Fund,SBFC Finance Ltd.,Non banking financial company (nbfc),2.38,Other,Small Cap
SBI Small Cap Fund,Belrise Industries Ltd.,Auto components & equipments,2.34,Other,Small Cap
SBI Small Cap Fund,EID-Parry (India) Ltd.,Other agricultural products,2.31,Small Cap,Small Cap
SBI Small Cap Fund,Doms Industries Ltd.,Stationary,2.2,Other,Small Cap
SBI Small Cap Fund,Chalet Hotels Ltd.,Hotels & resorts,2.08,Other,Small Cap
SBI Small Cap Fund,Honeywell Automation India Ltd.,Industrial products,2.04,Mid Cap,Small Cap
SBI Small Cap Fund,K.P.R. Mill Ltd.,Other textile products,1.98,Other,Small Cap
SBI Small Cap Fund,Sundram Fasteners Ltd.,Auto components & equipments,1.93,Mid Cap,Small Cap
SBI Small Cap Fund,Kajaria Ceramics Ltd.,Ceramics,1.92,Small Cap,Small Cap
SBI Small Cap Fund,Anand Rathi Wealth Services Ltd.,Financial products distributor,1.85,Other,Small Cap
SBI Small Cap Fund,Cholamandalam Financial Holdings Ltd.,Investment company,1.84,Small Cap,Small Cap
SBI Small Cap Fund,Finolex Industries Ltd.,Plastic products - industrial,1.83,Other,Small Cap
SBI Small Cap Fund,Fairchem Speciality Ltd.,Specialty chemicals,1.65,Small Cap,Small Cap
SBI Small Cap Fund,Elgi Equipments Ltd.,Compressors  pumps & diesel engines,1.53,Small Cap,Small Cap
SBI Small Cap Fund,V-Guard Industries Ltd.,Household appliances,1.52,Small Cap,Small Cap
SBI Small Cap Fund,Deepak Fertilisers & Petrochemicals Corp. Ltd.,Commodity chemicals,1.5,Small Cap,Small Cap
SBI Small Cap Fund,Ratnamani Metals & Tubes Ltd.,Iron & steel products,1.5,Small Cap,Small Cap
SBI Small Cap Fund,Balrampur Chini Mills Ltd.,Sugar,1.48,Small Cap,Small Cap
SBI Small Cap Fund,Thangamayil Jewellery Ltd.,Gems  jewellery and watches,1.46,Small Cap,Small Cap
SBI Small Cap Fund,Esab India Ltd.,Other industrial products,1.42,Small Cap,Small Cap
SBI Small Cap Fund,Happy Forgings Ltd.,Castings & forgings,1.41,Other,Small Cap
SBI Small Cap Fund,Pine Labs Ltd.,Financial technology (fintech),1.37,Other,Small Cap
SBI Small Cap Fund,Aptus Value Housing Finance India Ltd.,Housing finance company,1.36,Other,Small Cap
SBI Small Cap Fund,Afcons Infrastructure Ltd.,Civil construction,1.33,Other,Small Cap
SBI Small Cap Fund,Cms Info Systems Ltd.,Diversified commercial services,1.3,Other,Small Cap
SBI Small Cap Fund,Star Health and Allied Insurance Co Ltd.,General insurance,1.29,Other,Small Cap
SBI Small Cap Fund,CSB Bank Ltd.,Private sector bank,1.25,Other,Small Cap
SBI Small Cap Fund,Dodla Dairy Ltd.,Dairy products,1.23,Other,Small Cap
SBI Small Cap Fund,Sansera Engineering Ltd.,Auto components & equipments,1.19,Other,Small Cap
SBI Small Cap Fund,Relaxo Footwears Ltd.,Footwear,1.18,Mid Cap,Small Cap
SBI Small Cap Fund,Carborundum Universal Ltd.,Abrasives & bearings,1.16,Small Cap,Small Cap
SBI Small Cap Fund,Fractal Analytics Ltd.,Computers - software & consulting,1.03,Other,Small Cap
SBI Small Cap Fund,Ahluwalia Contracts (India) Ltd.,Civil construction,1.0,Small Cap,Small Cap
SBI Small Cap Fund,Westlife Development Ltd.,Restaurants,0.99,Small Cap,Small Cap
SBI Small Cap Fund,Fine Organic Industries Ltd.,Specialty chemicals,0.9,Small Cap,Small Cap
SBI Small Cap Fund,Brigade Enterprises Ltd.,Residential  commercial projects,0.88,Small Cap,Small Cap
SBI Small Cap Fund,TTK Prestige Ltd.,Household appliances,0.87,Other,Small Cap
SBI Small Cap Fund,Lemon Tree Hotels Ltd.,Hotels & resorts,0.81,Small Cap,Small Cap
SBI Small Cap Fund,Hawkins Cookers Ltd.,Household appliances,0.78,Small Cap,Small Cap
SBI Small Cap Fund,Chemplast Sanmar Ltd.,Commodity chemicals,0.77,Other,Small Cap
SBI Small Cap Fund,Hatsun Agro Products Ltd.,Dairy products,0.75,Mid Cap,Small Cap
SBI Small Cap Fund,Archean Chemical Industries Ltd.,Specialty chemicals,0.73,Other,Small Cap
SBI Small Cap Fund,RBL Bank Ltd.,Private sector bank,0.72,Mid Cap,Small Cap
SBI Small Cap Fund,Happiest Minds Technologies Ltd.,Computers - software & consulting,0.67,Other,Small Cap
SBI Small Cap Fund,Triveni Turbine Ltd.,Heavy electrical equipment,0.62,Small Cap,Small Cap
SBI Small Cap Fund,Electronics Mart lndia Ltd.,Speciality retail,0.58,Other,Small Cap
SBI Small Cap Fund,Sheela Foam Ltd.,Furniture  home furnishing,0.49,Small Cap,Small Cap
SBI Small Cap Fund,Clean Science and Technology Ltd.,Commodity chemicals,0.46,Other,Small Cap
SBI Small Cap Fund,Rajratan Global Wire Ltd.,Auto components & equipments,0.45,Other,Small Cap
SBI Small Cap Fund,G R Infraprojects Ltd.,Civil construction,0.43,Other,Small Cap
SBI Small Cap Fund,PVR Inox Ltd.,Film production  distribution & exhibition,0.41,Small Cap,Small Cap
SBI Small Cap Fund,Vedant Fashions Ltd.,Speciality retail,0.39,Other,Small Cap
SBI Small Cap Fund,KNR Constructions,Civil construction,0.37,Small Cap,Small Cap
SBI Small Cap Fund,Amagi Media Labs Ltd.,It enabled services,0.34,Other,Small Cap
SBI Small Cap Fund,Indiamart Intermesh Ltd.,Internet & catalogue retail,0.29,Other,Small Cap
SBI Small Cap Fund,Go Fashion (India) Ltd.,Speciality retail,0.29,Other,Small Cap
SBI Small Cap Fund,Rossari Biotech Ltd.,Specialty chemicals,0.28,Other,Small Cap
SBI Small Cap Fund,Ajax Engineering Ltd.,Construction vehicles,0.17,Other,Small Cap
SBI Small Cap Fund,Blue Star Ltd.,Household appliances,0.13,Small Cap,Small Cap
SBI Small Cap Fund,Indian Energy Exchange Ltd.,Exchange and data platform,0.06,Small Cap,Small Cap
SBI Small Cap Fund,Star Cement Ltd.,Cement & cement products,0.01,Small Cap,Small Cap
Quant Small Cap Fund,Reliance Industries Ltd.,Refineries & marketing,9.36,Large Cap,Small Cap
Quant Small Cap Fund,RBL Bank Ltd.,Private sector bank,4.38,Mid Cap,Small Cap
Quant Small Cap Fund,Sun TV Network Ltd.,Tv broadcasting & software production,3.43,Mid Cap,Small Cap
Quant Small Cap Fund,Adani Power Ltd.,Power generation,3.06,Other,Small Cap
Quant Small Cap Fund,Jio Financial Services Ltd.,Non banking financial company (nbfc),2.85,Other,Small Cap
Quant Small Cap Fund,Piramal Finance Ltd.,Non banking financial company (nbfc),2.73,Other,Small Cap
Quant Small Cap Fund,Aster DM Healthcare Ltd.,Hospital,2.68,Small Cap,Small Cap
Quant Small Cap Fund,Anand Rathi Wealth Services Ltd.,Financial products distributor,2.64,Other,Small Cap
Quant Small Cap Fund,HFCL Ltd.,Telecom - infrastructure,2.23,Small Cap,Small Cap
Quant Small Cap Fund,Aegis Logistics Ltd.,Trading - gas,2.17,Small Cap,Small Cap
Quant Small Cap Fund,ICICI Bank Ltd.,Private sector bank,2.13,Large Cap,Small Cap
Quant Small Cap Fund,Ventive Hospitality Ltd.,Hotels & resorts,2.11,Other,Small Cap
Quant Small Cap Fund,Bikaji Foods International Ltd.,Packaged foods,2.0,Other,Small Cap
Quant Small Cap Fund,Poly Medicure Ltd.,Medical equipment & supplies,1.98,Small Cap,Small Cap
Quant Small Cap Fund,Adani Enterprises Ltd.,Trading - minerals,1.93,Mid Cap,Small Cap
Quant Small Cap Fund,Arvind Ltd.,Garments & apparels,1.88,Small Cap,Small Cap
Quant Small Cap Fund,Adani Green Energy Ltd.,Power generation,1.86,Small Cap,Small Cap
Quant Small Cap Fund,Bayer Cropscience Ltd.,Pesticides & agrochemicals,1.75,Mid Cap,Small Cap
Quant Small Cap Fund,Capri Global Capital Ltd.,Non banking financial company (nbfc),1.74,Other,Small Cap
Quant Small Cap Fund,Sequent Scientific Ltd.,Pharmaceuticals,1.73,Small Cap,Small Cap
Quant Small Cap Fund,Pfizer Ltd.,Pharmaceuticals,1.67,Mid Cap,Small Cap
Quant Small Cap Fund,NBCC (India) Ltd.,Civil construction,1.64,Mid Cap,Small Cap
Quant Small Cap Fund,Usha Martin Ltd.,Iron & steel products,1.62,Small Cap,Small Cap
Quant Small Cap Fund,Aditya Birla Lifestyle Brands Ltd.,Speciality retail,1.47,Other,Small Cap
Quant Small Cap Fund,Minda Corporation Ltd.,Auto components & equipments,1.43,Small Cap,Small Cap
Quant Small Cap Fund,Welspun Corp Ltd.,Iron & steel products,1.29,Small Cap,Small Cap
Quant Small Cap Fund,Motherson Sumi Systems Ltd.,Auto components & equipments,1.28,Large Cap,Small Cap
Quant Small Cap Fund,Zydus Wellness Ltd.,Packaged foods,1.26,Other,Small Cap
Quant Small Cap Fund,Welspun Enterprises Ltd.,Civil construction,1.18,Small Cap,Small Cap
Quant Small Cap Fund,Strides Pharma Science Ltd.,Pharmaceuticals,1.09,Small Cap,Small Cap
Quant Small Cap Fund,Karnataka Bank Ltd.,Private sector bank,1.08,Small Cap,Small Cap
Quant Small Cap Fund,Marathon Nextgen Realty Ltd.,Residential  commercial projects,1.04,Small Cap,Small Cap
Quant Small Cap Fund,NCC Ltd.,Civil construction,0.96,Small Cap,Small Cap
Quant Small Cap Fund,Keystone Realtors Private Ltd.,Residential  commercial projects,0.94,Other,Small Cap
Quant Small Cap Fund,Anthem Biosciences Ltd.,Biotechnology,0.93,Other,Small Cap
Quant Small Cap Fund,Jubilant Life Sciences Ltd.,Pharmaceuticals,0.92,Mid Cap,Small Cap
Quant Small Cap Fund,Gland Pharma Ltd.,Pharmaceuticals,0.91,Other,Small Cap
Quant Small Cap Fund,EID-Parry (India) Ltd.,Other agricultural products,0.86,Small Cap,Small Cap
Quant Small Cap Fund,Orchid Pharma Ltd.,Pharmaceuticals,0.78,Other,Small Cap
Quant Small Cap Fund,JM Financial Ltd.,Investment company,0.77,Small Cap,Small Cap
Quant Small Cap Fund,Manappuram Finance Ltd.,Non banking financial company (nbfc),0.76,Mid Cap,Small Cap
Quant Small Cap Fund,Just Dial Ltd.,Internet & catalogue retail,0.75,Small Cap,Small Cap
Quant Small Cap Fund,Aurobindo Pharma Ltd. : Futures Near,Pharmaceuticals,0.71,Other,Small Cap
Quant Small Cap Fund,Afcons Infrastructure Ltd.,Civil construction,0.7,Other,Small Cap
Quant Small Cap Fund,Aarti Industries Ltd.,Specialty chemicals,0.67,Mid Cap,Small Cap
Quant Small Cap Fund,EPL Ltd.,Packaging,0.62,Small Cap,Small Cap
Quant Small Cap Fund,HDFC Life Insurance Company Ltd.,Life insurance,0.6,Large Cap,Small Cap
Quant Small Cap Fund,Glenmark Life Sciences Ltd.,Pharmaceuticals,0.58,Other,Small Cap
Quant Small Cap Fund,IRB Infrastructure Developers Ltd.,Civil construction,0.55,Other,Small Cap
Quant Small Cap Fund,Welspun Living Ltd.,Other textile products,0.55,Small Cap,Small Cap
Quant Small Cap Fund,Tvs Srichakra Ltd.,Tyres & rubber products,0.54,Small Cap,Small Cap
Quant Small Cap Fund,Black Box Ltd.,It enabled services,0.5,Other,Small Cap
Quant Small Cap Fund,Apeejay Surrendra Park Hotels Ltd.,Hotels & resorts,0.48,Other,Small Cap
Quant Small Cap Fund,Juniper Hotels Ltd.,Hotels & resorts,0.47,Other,Small Cap
Quant Small Cap Fund,Gujarat State Fertilizers & Chemicals Ltd.,Fertilizers,0.47,Small Cap,Small Cap
Quant Small Cap Fund,HDFC Bank Ltd.,Private sector bank,0.45,Other,Small Cap
Quant Small Cap Fund,Aditya Birla Fashion and Retail Ltd.,Speciality retail,0.44,Mid Cap,Small Cap
Quant Small Cap Fund,K.P.R. Mill Ltd.,Other textile products,0.43,Other,Small Cap
Quant Small Cap Fund,Aurobindo Pharma Ltd.,Pharmaceuticals,0.4,Large Cap,Small Cap
Quant Small Cap Fund,Nitin Spinners Ltd.,Other textile products,0.37,Small Cap,Small Cap
Quant Small Cap Fund,Balrampur Chini Mills Ltd.,Sugar,0.32,Small Cap,Small Cap
Quant Small Cap Fund,Aptus Value Housing Finance India Ltd.,Housing finance company,0.32,Other,Small Cap
Quant Small Cap Fund,Indoco Remedies Ltd.,Pharmaceuticals,0.31,Small Cap,Small Cap
Quant Small Cap Fund,Rishabh instruments Ltd.,Other electrical equipment,0.29,Other,Small Cap
Quant Small Cap Fund,NBCC (India) Ltd. : Futures Near,Civil construction,0.28,Other,Small Cap
Quant Small Cap Fund,Maharashtra Seamless Ltd.,Iron & steel products,0.26,Small Cap,Small Cap
Quant Small Cap Fund,Sula Vineyards Ltd.,Breweries & distilleries,0.26,Other,Small Cap
Quant Small Cap Fund,SMS Pharmaceuticals Ltd.,Pharmaceuticals,0.26,Small Cap,Small Cap
Quant Small Cap Fund,Bata India Ltd.,Footwear,0.25,Mid Cap,Small Cap
Quant Small Cap Fund,Suven Life Sciences Ltd.,Healthcare research  analytics & technology,0.25,Small Cap,Small Cap
Quant Small Cap Fund,Man Infraconstruction Ltd.,Civil construction,0.23,Small Cap,Small Cap
Quant Small Cap Fund,Castrol (india) Ltd.,Lubricants,0.21,Mid Cap,Small Cap
Quant Small Cap Fund,SP Apparels Ltd.,Garments & apparels,0.21,Small Cap,Small Cap
Quant Small Cap Fund,Himadri Speciality Chemical Ltd.,Specialty chemicals,0.2,Small Cap,Small Cap
Quant Small Cap Fund,Vinati Organics Ltd.,Specialty chemicals,0.19,Other,Small Cap
Quant Small Cap Fund,Adani Enterprises Ltd. - Partly Paid up,Trading - minerals,0.18,Other,Small Cap
Quant Small Cap Fund,Capacite Infraprojects Ltd.,Civil construction,0.18,Small Cap,Small Cap
Quant Small Cap Fund,Indiabulls Real Estate Ltd.,Residential  commercial projects,0.17,Small Cap,Small Cap
Quant Small Cap Fund,Oswal Pumps Ltd.,Compressors  pumps & diesel engines,0.17,Other,Small Cap
Quant Small Cap Fund,Prime Securities Ltd.,Stockbroking & allied,0.16,Small Cap,Small Cap
Quant Small Cap Fund,Orissa Minerals Development Co. Ltd.,Industrial minerals,0.16,Small Cap,Small Cap
Quant Small Cap Fund,Exicom Tele-Systems Ltd.,Other electrical equipment,0.15,Other,Small Cap
Quant Small Cap Fund,Intellect Design Arena ltd.,Computers - software & consulting,0.13,Small Cap,Small Cap
Quant Small Cap Fund,Graphite India Ltd.,Electrodes & refractories,0.12,Small Cap,Small Cap
Quant Small Cap Fund,Mahindra Holidays & Resorts India Ltd.,Hotels & resorts,0.1,Small Cap,Small Cap
Quant Small Cap Fund,Digitide Solutions Ltd.,Business process outsourcing (bpo)/ knowledge process outsourcing (kpo),0.09,Other,Small Cap
Quant Small Cap Fund,Newgen Software Technologies Ltd.,It enabled services,0.09,Small Cap,Small Cap
Quant Small Cap Fund,Indian Hume Pipe Co. Ltd.,Industrial products,0.09,Small Cap,Small Cap
Quant Small Cap Fund,Sanofi India Ltd.,Pharmaceuticals,0.09,Mid Cap,Small Cap
Quant Small Cap Fund,Emami Ltd.,Personal care,0.09,Mid Cap,Small Cap
Quant Small Cap Fund,BASF India Ltd.,Specialty chemicals,0.09,Small Cap,Small Cap
Quant Small Cap Fund,Sai Silk (Kalamandir) Ltd.,Speciality retail,0.09,Other,Small Cap
Quant Small Cap Fund,Ethos Ltd.,Gems  jewellery and watches,0.08,Other,Small Cap
Quant Small Cap Fund,Vishnu Prakash R Punglia Ltd.,Civil construction,0.08,Other,Small Cap
Quant Small Cap Fund,Oriental Hotels Ltd.,Hotels & resorts,0.07,Small Cap,Small Cap
Quant Small Cap Fund,Manappuram Finance Ltd. : Futures Near,Non banking financial company (nbfc),0.07,Other,Small Cap
Quant Small Cap Fund,Onesource Specialty Pharma Ltd.,Pharmaceuticals,0.05,Other,Small Cap
Quant Small Cap Fund,Gillette India Ltd.,Personal care,0.05,Mid Cap,Small Cap
Quant Small Cap Fund,Best Agrolife Ltd.,Pesticides & agrochemicals,0.04,Other,Small Cap
Quant Small Cap Fund,Ravindra Energy Ltd.,Trading & distributors,0.04,Small Cap,Small Cap
Quant Small Cap Fund,Punjab Alkalies & Chemicals Ltd.,Commodity chemicals,0.03,Other,Small Cap
Quant Small Cap Fund,Sudeep Pharma Ltd.,Pharmaceuticals,0.02,Other,Small Cap
Quant Small Cap Fund,Om Metals Infraprojects Ltd.,Engineering  designing  construction,0.0,Small Cap,Small Cap
Axis Small Cap Fund,Krishna Institute of Medical Sciences Ltd.,Hospital,2.9,Other,Small Cap
Axis Small Cap Fund,Multi Commodity Exchange Of India Ltd.,Exchange and data platform,2.82,Other,Small Cap
Axis Small Cap Fund,CCL Products (India) Ltd.,Tea & coffee,2.69,Small Cap,Small Cap
Axis Small Cap Fund,J.b. Chemicals & Pharmaceuticals Ltd.,Pharmaceuticals,2.36,Other,Small Cap
Axis Small Cap Fund,City Union Bank Ltd.,Private sector bank,2.14,Mid Cap,Small Cap
Axis Small Cap Fund,Nifty 50 : Futures Near,Exchange and data platform,2.08,Other,Small Cap
Axis Small Cap Fund,Blue Star Ltd.,Household appliances,1.94,Small Cap,Small Cap
Axis Small Cap Fund,Cholamandalam Financial Holdings Ltd.,Investment company,1.74,Small Cap,Small Cap
Axis Small Cap Fund,Brigade Enterprises Ltd.,Residential  commercial projects,1.64,Small Cap,Small Cap
Axis Small Cap Fund,Karur Vysya Bank Ltd,Private sector bank,1.52,Small Cap,Small Cap
Axis Small Cap Fund,Sai Life Sciences Ltd.,Petrochemicals,1.45,Other,Small Cap
Axis Small Cap Fund,Can Fin Homes Ltd.,Housing finance company,1.38,Small Cap,Small Cap
Axis Small Cap Fund,Vesuvius India Ltd.,Electrodes & refractories,1.33,Other,Small Cap
Axis Small Cap Fund,Craftsman Automation Ltd.,Auto components & equipments,1.3,Other,Small Cap
Axis Small Cap Fund,Navin Flourine International Ltd.,Commodity chemicals,1.26,Small Cap,Small Cap
Axis Small Cap Fund,Minda Corporation Ltd.,Auto components & equipments,1.23,Small Cap,Small Cap
Axis Small Cap Fund,J K Lakshmi Cement Ltd.,Cement & cement products,1.18,Small Cap,Small Cap
Axis Small Cap Fund,Narayana Hrudayalaya Ltd.,Hospital,1.17,Small Cap,Small Cap
Axis Small Cap Fund,Fine Organic Industries Ltd.,Specialty chemicals,1.15,Small Cap,Small Cap
Axis Small Cap Fund,Phoenix Mills Ltd.,Residential  commercial projects,1.07,Small Cap,Small Cap
Axis Small Cap Fund,Galaxy Surfactants Ltd.,Specialty chemicals,1.06,Small Cap,Small Cap
Axis Small Cap Fund,PB Fintech Ltd.,Financial technology (fintech),1.01,Other,Small Cap
Axis Small Cap Fund,Ahluwalia Contracts (India) Ltd.,Civil construction,0.96,Small Cap,Small Cap
Axis Small Cap Fund,S.J.S. Enterprises Ltd.,Auto components & equipments,0.93,Other,Small Cap
Axis Small Cap Fund,Kalpataru Power Transmission Ltd.,Civil construction,0.92,Small Cap,Small Cap
Axis Small Cap Fund,Kirloskar Oil Engines Ltd.,Compressors  pumps & diesel engines,0.92,Small Cap,Small Cap
Axis Small Cap Fund,Sansera Engineering Ltd.,Auto components & equipments,0.91,Other,Small Cap
