fund_name,stock_name,sector,holding_pct,market_cap,fund_category
Axis Small Cap Fund,Kaynes Technology India Private Ltd.,Industrial products,0.9,Other,Small Cap
Axis Small Cap Fund,HDFC Bank Ltd.,Private sector bank,0.89,Other,Small Cap
Axis Small Cap Fund,KFIN Technologies Ltd.,Financial technology (fintech),0.89,Other,Small Cap
Axis Small Cap Fund,Laurus Labs Ltd.,Pharmaceuticals,0.88,Other,Small Cap
Axis Small Cap Fund,Data Patterns India Ltd.,Aerospace & defense,0.87,Other,Small Cap
Axis Small Cap Fund,Reliance Industries Ltd.,Refineries & marketing,0.86,Large Cap,Small Cap
Axis Small Cap Fund,Union Bank Of India,Public sector bank,0.86,Mid Cap,Small Cap
Axis Small Cap Fund,Mrs.Bectors Food Specialities Ltd.,Packaged foods,0.81,Other,Small Cap
Axis Small Cap Fund,Doms Industries Ltd.,Stationary,0.8,Other,Small Cap
Axis Small Cap Fund,Tata Consultancy Services Ltd.,Computers - software & consulting,0.79,Large Cap,Small Cap
Axis Small Cap Fund,Avalon Technologies Ltd.,Other electrical equipment,0.79,Other,Small Cap
Axis Small Cap Fund,Syrma SGS Technology Ltd.,Industrial products,0.79,Other,Small Cap
Axis Small Cap Fund,Vijaya Diagnostic Centre Ltd.,Healthcare service provider,0.76,Other,Small Cap
Axis Small Cap Fund,CreditAccess Grameen Ltd.,Microfinance institutions,0.75,Small Cap,Small Cap
Axis Small Cap Fund,Orient Refractories Ltd.,Electrodes & refractories,0.73,Small Cap,Small Cap
Axis Small Cap Fund,Crompton Greaves Consumer Electricals Ltd.,Household appliances,0.7,Mid Cap,Small Cap
Axis Small Cap Fund,Computer Age Management Services Pvt Ltd.,Depositories  clearing houses and other intermediaries,0.69,Other,Small Cap
Axis Small Cap Fund,Neogen Chemicals Ltd.,Specialty chemicals,0.69,Other,Small Cap
Axis Small Cap Fund,India Shelter Finance Corporation Ltd.,Housing finance company,0.67,Other,Small Cap
Axis Small Cap Fund,Sudarshan Chemical Industries Ltd.,Dyes and pigments,0.66,Small Cap,Small Cap
Axis Small Cap Fund,Affle India Ltd.,It enabled services,0.64,Other,Small Cap
Axis Small Cap Fund,Apar Industries Ltd.,Other electrical equipment,0.64,Small Cap,Small Cap
Axis Small Cap Fund,CIE AUTOMOTIVE INDIA Ltd.,Auto components & equipments,0.64,Small Cap,Small Cap
Axis Small Cap Fund,Gujarat Fluorochemicals Ltd.,Specialty chemicals,0.62,Other,Small Cap
Axis Small Cap Fund,Jubilant Ingrevia Ltd.,Specialty chemicals,0.59,Other,Small Cap
Axis Small Cap Fund,Sagility India Ltd.,It enabled services,0.58,Other,Small Cap
Axis Small Cap Fund,Grindwell Norton Ltd.,Abrasives & bearings,0.57,Small Cap,Small Cap
Axis Small Cap Fund,R R Kabel Ltd.,Cables - electricals,0.57,Other,Small Cap
Axis Small Cap Fund,Radico Khaitan Ltd.,Breweries & distilleries,0.56,Small Cap,Small Cap
Axis Small Cap Fund,Devyani International Ltd.,Restaurants,0.55,Other,Small Cap
Axis Small Cap Fund,Coal India Ltd.,Coal,0.55,Large Cap,Small Cap
Axis Small Cap Fund,Chemplast Sanmar Ltd.,Commodity chemicals,0.55,Other,Small Cap
Axis Small Cap Fund,Mahanagar Gas Ltd.,Lpg/cng/png/lng supplier,0.54,Small Cap,Small Cap
Axis Small Cap Fund,Welspun Corp Ltd.,Iron & steel products,0.54,Small Cap,Small Cap
Axis Small Cap Fund,Ujjivan Small Finance Bank Ltd.,Other bank,0.54,Other,Small Cap
Axis Small Cap Fund,Tenneco Clean Air India Ltd.,Auto components & equipments,0.54,Other,Small Cap
Axis Small Cap Fund,Delhivery Ltd.,Logistics solution provider,0.53,Other,Small Cap
Axis Small Cap Fund,Amber Enterprises India Ltd.,Household appliances,0.53,Small Cap,Small Cap
Axis Small Cap Fund,Aptus Value Housing Finance India Ltd.,Housing finance company,0.53,Other,Small Cap
Axis Small Cap Fund,Anant Raj Industries Ltd.,Residential  commercial projects,0.52,Small Cap,Small Cap
Axis Small Cap Fund,Coforge Ltd.,Computers - software & consulting,0.52,Other,Small Cap
Axis Small Cap Fund,Central Depository Services (India) Ltd.,Depositories  clearing houses and other intermediaries,0.51,Small Cap,Small Cap
Axis Small Cap Fund,Hindalco Industries Ltd.,Aluminium,0.51,Large Cap,Small Cap
Axis Small Cap Fund,Rolex Rings Private Ltd.,Auto components & equipments,0.51,Other,Small Cap
Axis Small Cap Fund,Bharat Dynamics Ltd.,Aerospace & defense,0.51,Other,Small Cap
Axis Small Cap Fund,Birlasoft Ltd.,Computers - software & consulting,0.5,Small Cap,Small Cap
Axis Small Cap Fund,Gokaldas Exports Ltd.,Garments & apparels,0.5,Small Cap,Small Cap
Axis Small Cap Fund,PNB Housing Finance Ltd.,Housing finance company,0.49,Mid Cap,Small Cap
Axis Small Cap Fund,Carborundum Universal Ltd.,Abrasives & bearings,0.49,Small Cap,Small Cap
Axis Small Cap Fund,Arvind Fashions Ltd.,Speciality retail,0.49,Other,Small Cap
Axis Small Cap Fund,Tata Consumer Products Ltd.,Tea & coffee,0.48,Mid Cap,Small Cap
Axis Small Cap Fund,Orient Electric Ltd.,Consumer electronics,0.48,Small Cap,Small Cap
Axis Small Cap Fund,Onesource Specialty Pharma Ltd.,Pharmaceuticals,0.47,Other,Small Cap
Axis Small Cap Fund,Healthcare Global Enterprises Ltd.,Hospital,0.47,Small Cap,Small Cap
Axis Small Cap Fund,Balrampur Chini Mills Ltd.,Sugar,0.47,Small Cap,Small Cap
Axis Small Cap Fund,TBO TEK Ltd.,Tour  travel related services,0.46,Other,Small Cap
Axis Small Cap Fund,Niva Bupa Health Insurance Company Ltd.,General insurance,0.46,Other,Small Cap
Axis Small Cap Fund,Time Technoplast Ltd.,Plastic products - industrial,0.45,Small Cap,Small Cap
Axis Small Cap Fund,Tech Mahindra Ltd.,Computers - software & consulting,0.45,Large Cap,Small Cap
Axis Small Cap Fund,Azad Engineering Ltd.,Aerospace & defense,0.45,Other,Small Cap
Axis Small Cap Fund,Inventurus Knowledge Solutions Ltd.,It enabled services – software,0.45,Other,Small Cap
Axis Small Cap Fund,Mahindra Lifespace Developers Ltd.,Residential  commercial projects,0.44,Small Cap,Small Cap
Axis Small Cap Fund,Timken India Ltd.,Abrasives & bearings,0.44,Small Cap,Small Cap
Axis Small Cap Fund,Jain Resource Recycling Ltd.,Diversified metals,0.43,Other,Small Cap
Axis Small Cap Fund,Rategain Travel Technologies Ltd.,Computers - software & consulting,0.43,Other,Small Cap
Axis Small Cap Fund,Equitas Small Finance Bank Ltd.,Other bank,0.42,Other,Small Cap
Axis Small Cap Fund,PG Electroplast Ltd.,Consumer electronics,0.42,Other,Small Cap
Axis Small Cap Fund,Deepak Fertilisers & Petrochemicals Corp. Ltd.,Commodity chemicals,0.41,Small Cap,Small Cap
Axis Small Cap Fund,Aditya Vision Ltd.,Speciality retail,0.41,Other,Small Cap
Axis Small Cap Fund,Aditya Infotech Ltd.,Industrial products,0.4,Other,Small Cap
Axis Small Cap Fund,Alembic Pharmaceuticals Ltd.,Pharmaceuticals,0.4,Mid Cap,Small Cap
Axis Small Cap Fund,Rainbow Childrens Medicare Ltd.,Hospital,0.39,Other,Small Cap
Axis Small Cap Fund,Premier Energies Ltd.,Other electrical equipment,0.37,Other,Small Cap
Axis Small Cap Fund,Cesc Ltd.,Integrated power utilities,0.36,Other,Small Cap
Axis Small Cap Fund,Jyoti CNC Automation Ltd.,Industrial products,0.35,Other,Small Cap
Axis Small Cap Fund,Havells India Ltd.,Consumer electronics,0.34,Large Cap,Small Cap
Axis Small Cap Fund,Gland Pharma Ltd.,Pharmaceuticals,0.32,Other,Small Cap
Axis Small Cap Fund,Heidelberg Cement India Ltd.,Cement & cement products,0.32,Small Cap,Small Cap
Axis Small Cap Fund,Chalet Hotels Ltd.,Hotels & resorts,0.32,Other,Small Cap
Axis Small Cap Fund,UNO Minda Ltd.,Auto components & equipments,0.32,Small Cap,Small Cap
Axis Small Cap Fund,PNC Infratech Ltd.,Civil construction,0.3,Small Cap,Small Cap
Axis Small Cap Fund,Alicon Castalloy Ltd.,Auto components & equipments,0.29,Small Cap,Small Cap
Axis Small Cap Fund,Sudeep Pharma Ltd.,Pharmaceuticals,0.29,Other,Small Cap
Axis Small Cap Fund,Jyothy Laboratories Ltd.,Household products,0.27,Small Cap,Small Cap
Axis Small Cap Fund,Aarti Industries Ltd.,Specialty chemicals,0.25,Mid Cap,Small Cap
Axis Small Cap Fund,Titagarh Rail Systems Ltd.,Railway wagons,0.25,Small Cap,Small Cap
Axis Small Cap Fund,Whirlpool Of India Ltd.,Household appliances,0.25,Mid Cap,Small Cap
Axis Small Cap Fund,Strides Pharma Science Ltd.,Pharmaceuticals,0.24,Small Cap,Small Cap
Axis Small Cap Fund,CG Power and Industrial Solutions Ltd.,Heavy electrical equipment,0.24,Small Cap,Small Cap
Axis Small Cap Fund,JM Financial Ltd.,Investment company,0.23,Small Cap,Small Cap
Axis Small Cap Fund,SBFC Finance Ltd.,Non banking financial company (nbfc),0.23,Other,Small Cap
Axis Small Cap Fund,Aadhar Housing Finance Ltd.,Housing finance company,0.22,Other,Small Cap
Axis Small Cap Fund,Ellenbarrie Industrial Gases Ltd.,Industrial gases,0.21,Other,Small Cap
Axis Small Cap Fund,KNR Constructions,Civil construction,0.2,Small Cap,Small Cap
Axis Small Cap Fund,Suprajit Engineering Ltd.,Auto components & equipments,0.19,Small Cap,Small Cap
Axis Small Cap Fund,Firstsource Solutions Ltd.,It enabled services,0.18,Small Cap,Small Cap
Axis Small Cap Fund,Midwest Ltd.,Granites & marbles,0.18,Other,Small Cap
Axis Small Cap Fund,Engineers India Ltd.,Civil construction,0.17,Small Cap,Small Cap
Axis Small Cap Fund,PDS Ltd.,Trading - textile products,0.16,Other,Small Cap
Axis Small Cap Fund,Container Corporation Of India Ltd.,Logistics solution provider,0.16,Large Cap,Small Cap
Axis Small Cap Fund,Suven Pharmaceuticals Ltd.,Pharmaceuticals,0.15,Other,Small Cap
Axis Small Cap Fund,Sharda Motor Industries Ltd.,Auto ancillaries,0.14,Other,Small Cap
Axis Small Cap Fund,Happy Forgings Ltd.,Castings & forgings,0.14,Other,Small Cap
Axis Small Cap Fund,Teamlease Services Ltd.,Diversified commercial services,0.13,Small Cap,Small Cap
Axis Small Cap Fund,Aditya Birla Real Estate Ltd.,Paper & paper products,0.11,Mid Cap,Small Cap
Axis Small Cap Fund,Prudent Corporate Advisory Services Ltd.,Financial products distributor,0.11,Other,Small Cap
Axis Small Cap Fund,Electronics Mart lndia Ltd.,Speciality retail,0.1,Other,Small Cap
Axis Small Cap Fund,Aequs Ltd.,Aerospace & defense,0.06,Other,Small Cap
Axis Small Cap Fund,Ather Energy Ltd.,2/3 wheelers,0.05,Other,Small Cap
Axis Small Cap Fund,Hi-Tech Pipes Ltd.,Commodities,0.01,Other,Small Cap
Bandhan Small Cap Fund,Rural Electrification Corporation Limited,Financial institution,3.56,Mid Cap,Small Cap
Bandhan Small Cap Fund,Sobha Ltd.,Residential  commercial projects,3.47,Small Cap,Small Cap
Bandhan Small Cap Fund,LT Foods Ltd.,Packaged foods,2.46,Small Cap,Small Cap
Bandhan Small Cap Fund,South Indian Bank Ltd.,Private sector bank,2.13,Small Cap,Small Cap
Bandhan Small Cap Fund,Arvind Ltd.,Garments & apparels,1.65,Small Cap,Small Cap
Bandhan Small Cap Fund,Great Eastern Shipping Co. Ltd.,Shipping,1.36,Small Cap,Small Cap
Bandhan Small Cap Fund,Yatharth Hospital And Trauma Care Services Ltd.,Hospital,1.34,Other,Small Cap
Bandhan Small Cap Fund,PNB Housing Finance Ltd.,Housing finance company,1.32,Mid Cap,Small Cap
Bandhan Small Cap Fund,Cholamandalam Financial Holdings Ltd.,Investment company,1.25,Small Cap,Small Cap
Bandhan Small Cap Fund,State Bank Of India,Public sector bank,1.23,Large Cap,Small Cap
Bandhan Small Cap Fund,Apar Industries Ltd.,Other electrical equipment,1.23,Small Cap,Small Cap
Bandhan Small Cap Fund,Karnataka Bank Ltd.,Private sector bank,1.2,Small Cap,Small Cap
Bandhan Small Cap Fund,Info Edge (India) Ltd.,Internet & catalogue retail,1.12,Other,Small Cap
Bandhan Small Cap Fund,Godrej Industries Ltd,Animal feed,1.07,Mid Cap,Small Cap
Bandhan Small Cap Fund,TVS Holdings Ltd.,Auto components & equipments,1.0,Small Cap,Small Cap
Bandhan Small Cap Fund,DCB Bank Ltd.,Private sector bank,1.0,Small Cap,Small Cap
Bandhan Small Cap Fund,Glenmark Pharmaceuticals Ltd.,Pharmaceuticals,0.99,Mid Cap,Small Cap
Bandhan Small Cap Fund,Tarc Ltd.,Residential  commercial projects,0.98,Other,Small Cap
Bandhan Small Cap Fund,Jubilant Life Sciences Ltd.,Pharmaceuticals,0.96,Mid Cap,Small Cap
Bandhan Small Cap Fund,PCBL Ltd.,Carbon black,0.94,Other,Small Cap
Bandhan Small Cap Fund,ICICI Lombard General Insurance Co Ltd.,General insurance,0.92,Large Cap,Small Cap
Bandhan Small Cap Fund,Paradeep Phosphates Ltd.,Fertilizers,0.9,Other,Small Cap
Bandhan Small Cap Fund,Cyient Ltd.,It enabled services,0.9,Small Cap,Small Cap
Bandhan Small Cap Fund,Power Finance Corporation Ltd.,Financial institution,0.89,Mid Cap,Small Cap
Bandhan Small Cap Fund,Senco Gold Ltd.,Gems  jewellery and watches,0.89,Other,Small Cap
Bandhan Small Cap Fund,General Insurance Corporation of India,General insurance,0.89,Large Cap,Small Cap
Bandhan Small Cap Fund,One 97 Communications Ltd.,Financial technology (fintech),0.86,Other,Small Cap
Bandhan Small Cap Fund,Repco Home Finance Ltd.,Housing finance company,0.85,Small Cap,Small Cap
Bandhan Small Cap Fund,Rashi Peripherals Ltd.,Computers hardware & equipments,0.85,Other,Small Cap
Bandhan Small Cap Fund,Shaily Engineering Plastics Ltd.,Plastic products - industrial,0.85,Other,Small Cap
Bandhan Small Cap Fund,LIC Housing Finance Ltd.,Housing finance company,0.8,Mid Cap,Small Cap
Bandhan Small Cap Fund,Saatvik Green Energy Ltd.,Other electrical equipment,0.76,Other,Small Cap
Bandhan Small Cap Fund,Piramal Pharma Ltd.,Pharmaceuticals,0.75,Other,Small Cap
Bandhan Small Cap Fund,Angel One Ltd.,Stockbroking & allied,0.74,Other,Small Cap
Bandhan Small Cap Fund,Kirloskar Oil Engines Ltd.,Compressors  pumps & diesel engines,0.69,Small Cap,Small Cap
Bandhan Small Cap Fund,Sky Gold Ltd.,Gems  jewellery and watches,0.69,Small Cap,Small Cap
Bandhan Small Cap Fund,Godawari Power and Ispat Ltd.,Steel products,0.67,Other,Small Cap
Bandhan Small Cap Fund,Arvind SmartSpaces Ltd.,Residential  commercial projects,0.66,Small Cap,Small Cap
Bandhan Small Cap Fund,Strides Pharma Science Ltd.,Pharmaceuticals,0.64,Small Cap,Small Cap
Bandhan Small Cap Fund,Inox Wind Ltd.,Heavy electrical equipment,0.61,Small Cap,Small Cap
Bandhan Small Cap Fund,Sanathan Textiles Ltd.,Other textile products,0.59,Other,Small Cap
Bandhan Small Cap Fund,Indusind Bank Ltd.,Private sector bank,0.59,Large Cap,Small Cap
Bandhan Small Cap Fund,P N Gadgil Jewellers Ltd.,Gems  jewellery and watches,0.58,Other,Small Cap
Bandhan Small Cap Fund,Aditya Birla Real Estate Ltd.,Paper & paper products,0.57,Mid Cap,Small Cap
Bandhan Small Cap Fund,SIS Ltd.,Diversified commercial services,0.56,Other,Small Cap
Bandhan Small Cap Fund,Prestige Estates Projects Ltd.,Residential  commercial projects,0.56,Mid Cap,Small Cap
Bandhan Small Cap Fund,Pace Digitek Ltd.,Telecom - infrastructure,0.53,Other,Small Cap
Bandhan Small Cap Fund,Nitin Spinners Ltd.,Other textile products,0.53,Small Cap,Small Cap
Bandhan Small Cap Fund,Manappuram Finance Ltd.,Non banking financial company (nbfc),0.52,Mid Cap,Small Cap
Bandhan Small Cap Fund,Bharat Coking Coal Ltd.,Coal,0.52,Other,Small Cap
Bandhan Small Cap Fund,Vintage Coffee And Beverages Ltd.,Trading & distributors,0.49,Small Cap,Small Cap
Bandhan Small Cap Fund,Fedbank Financial Services Ltd.,Non banking financial company (nbfc),0.49,Other,Small Cap
Bandhan Small Cap Fund,Crompton Greaves Consumer Electricals Ltd.,Household appliances,0.49,Mid Cap,Small Cap
Bandhan Small Cap Fund,Aptus Value Housing Finance India Ltd.,Housing finance company,0.48,Other,Small Cap
Bandhan Small Cap Fund,Hi-Tech Pipes Ltd.,Commodities,0.48,Other,Small Cap
Bandhan Small Cap Fund,Signature Global (India) Ltd.,Residential  commercial projects,0.47,Other,Small Cap
Bandhan Small Cap Fund,Aurobindo Pharma Ltd.,Pharmaceuticals,0.47,Large Cap,Small Cap
Bandhan Small Cap Fund,Mastek Ltd.,Computers - software & consulting,0.47,Small Cap,Small Cap
Bandhan Small Cap Fund,Tata Communications Ltd.,Telecom - cellular & fixed line services,0.46,Mid Cap,Small Cap
Bandhan Small Cap Fund,Deepak Fertilisers & Petrochemicals Corp. Ltd.,Commodity chemicals,0.44,Small Cap,Small Cap
Bandhan Small Cap Fund,Hindustan Zinc Ltd.,Zinc,0.44,Large Cap,Small Cap
Bandhan Small Cap Fund,S H Kelkar & Company Ltd.,Personal care,0.44,Small Cap,Small Cap
Bandhan Small Cap Fund,Axis Bank Ltd.,Private sector bank,0.44,Large Cap,Small Cap
Bandhan Small Cap Fund,Amara Raja Batteries Limited,Auto components & equipments,0.43,Mid Cap,Small Cap
Bandhan Small Cap Fund,Akums Drugs And Pharmaceuticals Ltd.,Pharmaceuticals,0.42,Other,Small Cap
Bandhan Small Cap Fund,Shilpa Medicare Ltd.,Pharmaceuticals,0.42,Small Cap,Small Cap
Bandhan Small Cap Fund,Can Fin Homes Ltd.,Housing finance company,0.41,Small Cap,Small Cap
Bandhan Small Cap Fund,Grasim Industries Limited,Cement & cement products,0.41,Large Cap,Small Cap
Bandhan Small Cap Fund,Jubilant Ingrevia Ltd.,Specialty chemicals,0.41,Other,Small Cap
Bandhan Small Cap Fund,NCC Ltd.,Civil construction,0.4,Small Cap,Small Cap
Bandhan Small Cap Fund,Wockhardt Ltd.,Pharmaceuticals,0.4,Small Cap,Small Cap
Bandhan Small Cap Fund,Vikram Solar Ltd.,Other electrical equipment,0.4,Other,Small Cap
Bandhan Small Cap Fund,Kilburn Engineering Ltd.,Industrial products,0.39,Small Cap,Small Cap
Bandhan Small Cap Fund,Epigral Ltd.,Specialty chemicals,0.39,Other,Small Cap
Bandhan Small Cap Fund,Kewal Kiran Clothing Ltd.,Garments & apparels,0.38,Small Cap,Small Cap
Bandhan Small Cap Fund,Vedanta Ltd.,Diversified metals,0.37,Large Cap,Small Cap
Bandhan Small Cap Fund,Kolte-Patil Developers Ltd.,Residential  commercial projects,0.37,Small Cap,Small Cap
Bandhan Small Cap Fund,Trualt Bioenergy Ltd.,Other agricultural products,0.36,Other,Small Cap
Bandhan Small Cap Fund,Neuland Laboratories Ltd.,Pharmaceuticals,0.36,Small Cap,Small Cap
Bandhan Small Cap Fund,E2E Networks Ltd.,It enabled services,0.36,Small Cap,Small Cap
Bandhan Small Cap Fund,Pennar Industries Ltd.,Steel products,0.36,Small Cap,Small Cap
Bandhan Small Cap Fund,Nuvama Wealth Management Ltd.,Other financial services,0.35,Other,Small Cap
Bandhan Small Cap Fund,Suven Pharmaceuticals Ltd.,Pharmaceuticals,0.35,Other,Small Cap
Bandhan Small Cap Fund,INEOS Styrolution India Ltd.,Specialty chemicals,0.35,Small Cap,Small Cap
Bandhan Small Cap Fund,Ethos Ltd.,Gems  jewellery and watches,0.34,Other,Small Cap
Bandhan Small Cap Fund,Birlasoft Ltd.,Computers - software & consulting,0.34,Small Cap,Small Cap
Bandhan Small Cap Fund,Epack Durable Ltd.,Household appliances,0.34,Other,Small Cap
Bandhan Small Cap Fund,Juniper Hotels Ltd.,Hotels & resorts,0.33,Other,Small Cap
Bandhan Small Cap Fund,Tilaknagar Industries Ltd.,Breweries & distilleries,0.33,Small Cap,Small Cap
Bandhan Small Cap Fund,Mahindra Lifespace Developers Ltd.,Residential  commercial projects,0.33,Small Cap,Small Cap
Bandhan Small Cap Fund,JSW Cement Ltd.,Cement & cement products,0.33,Other,Small Cap
Bandhan Small Cap Fund,Baazar Style Retail Ltd.,Speciality retail,0.32,Other,Small Cap
Bandhan Small Cap Fund,Aditya Birla Fashion and Retail Ltd.,Speciality retail,0.31,Mid Cap,Small Cap
Bandhan Small Cap Fund,Sunteck Realty Ltd.,Residential  commercial projects,0.31,Small Cap,Small Cap
Bandhan Small Cap Fund,Commercial Engineers & Body Builders Co. Ltd.,Engineering  designing  construction,0.31,Small Cap,Small Cap
Bandhan Small Cap Fund,Ujjivan Small Finance Bank Ltd.,Other bank,0.3,Other,Small Cap
Bandhan Small Cap Fund,Eris Lifesciences Ltd.,Pharmaceuticals,0.29,Small Cap,Small Cap
Bandhan Small Cap Fund,eClerx Services Ltd.,Business process outsourcing (bpo)/ knowledge process outsourcing (kpo),0.29,Small Cap,Small Cap
Bandhan Small Cap Fund,Syrma SGS Technology Ltd.,Industrial products,0.28,Other,Small Cap
Bandhan Small Cap Fund,Marksans Pharma Ltd.,Pharmaceuticals,0.28,Small Cap,Small Cap
Bandhan Small Cap Fund,Hindustan Petroleum Corporation Ltd.,Refineries & marketing,0.28,Large Cap,Small Cap
Bandhan Small Cap Fund,Sansera Engineering Ltd.,Auto components & equipments,0.28,Other,Small Cap
Bandhan Small Cap Fund,Motherson Sumi Systems Ltd.,Auto components & equipments,0.28,Large Cap,Small Cap
Bandhan Small Cap Fund,EFC (I) Ltd.,Real estate related services,0.28,Other,Small Cap
Bandhan Small Cap Fund,Birla Corporation Ltd.,Cement & cement products,0.28,Small Cap,Small Cap
Bandhan Small Cap Fund,Onesource Specialty Pharma Ltd.,Pharmaceuticals,0.27,Other,Small Cap
